,mean_occ,mean_flow
0,0.049321665366940465,232.1063220027381
1,0.04750408419848275,217.36519459285765
2,0.041180694724741694,252.2830852319179
3,0.021335014188624792,119.4028220300683
4,0.08116720385915543,443.897719318087
5,0.9787430068308365,0.25123109762916573
6,0.9786440088344935,0.45208481044509063
7,0.03490256097483339,121.81308572000947
8,0.01816407295495961,80.8618713870499
9,0.1556423933091591,97.78386595690749
10,0.20664518034605361,148.6116064662381
11,0.08095030299226057,239.39004981026568
12,0.12435428225606289,298.6843243212958
13,0.5271543810810829,151.338831898972
14,0.2742166120352355,370.9299591701802
15,0.15895511783396613,357.97367143126183
16,0.43233018151992997,11.864533459083843
17,0.05345537208555902,387.02506982621645
18,0.08540231660491206,432.67169278167694
19,0.14004081793840845,245.30058018105635
20,0.5202923349038853,180.57782602316257
21,0.5811849629763871,218.36935484112325
22,0.12998441480271444,119.30361014570393
23,0.13518170994244816,378.93552640522756
24,0.21844031505843925,536.697756169204
25,0.32779601363822036,298.8731352718429
26,0.8693980559628063,201.9914060204195
27,0.09182142837811083,232.58408173874233
28,0.7595346172444722,20.61591608936334
29,0.7286274930025012,52.7164252390787
30,0.7351742499647452,63.865582803053854
31,0.7861855178772991,54.682384033152125
32,0.718392925108005,15.787169059912
33,0.477696380367136,87.2398768891823
34,0.4832690623158622,443.1708304624477
35,0.5662840780128962,317.6195075020963
36,0.21877723013079456,278.49904888532603
37,0.3118638026601493,77.86105351205985
38,0.040728703259370565,79.73115354086411
39,0.16948927104888772,223.05410053519674
40,0.3419373108150807,417.7376761366465
41,0.7053902593480658,72.87663659544516
42,0.14441937675050212,665.1320310565479
43,0.4234145131045447,224.60764171982416
44,0.07198740385035962,235.00321967261934
45,0.08462695511527184,353.03580792347327
46,0.08283384097432174,182.89124954824075
47,0.29906818567552085,366.2664264145961
48,0.46264836426286965,132.68023011573538
49,0.010322403603271132,32.875523044694624
50,0.0691256761058283,238.0333621346796
51,0.1586641924856881,687.8268212349127
52,0.2663488783376084,721.57722965088
53,0.012840960771607233,17.696675655253614
